"N"	"Departement"	"Usage de Batiment"	"Annee de Construction"	"Materiau Principal"	"Q4Pa_surf(m^3/h*m^2)"
"2515"	81447	"Alpes-Maritimes"	"Enseignement"	2013	"Beton"	7.30756898
"2516"	81448	"Bas-Rhin"	"Bureaux"	2013	"Beton"	1.037999756
"2517"	81454	"Bas-Rhin"	"Enseignement"	2013	"Acier"	0.879207913
"2521"	81471	"Bas-Rhin"	"Enseignement"	2014	"Beton"	0.735656801
"2522"	81485	"Bas-Rhin"	"Bureaux"	2014	"Brique"	0.862304193
"2523"	81486	"Bas-Rhin"	"Bureaux"	2014	"Brique"	0.946848411
"2526"	81504	"Bas-Rhin"	"Etablissement sanitaire"	2014	"Beton"	0.41843398
"2529"	81538	"Non precise"	"Etablissement sanitaire"	2014	"Pierre"	1.591030837
"2530"	81559	"Non precise"	"Enseignement"	2014	"Beton"	0.90206268
"2532"	81579	"Non precise"	"Bureaux"	2014	"Beton"	0.263546764
"2535"	81610	"Bas-Rhin"	"Enseignement"	2013	"Bois"	0.99
"2536"	81611	"Bas-Rhin"	"Enseignement"	2013	"Beton"	0.809002599
"2538"	81633	"Bas-Rhin"	"Enseignement"	2013	"Beton"	1.091009658
"2541"	81739	"Non precise"	"Bureaux"	2014	"Beton"	0.77
"2542"	81740	"Non precise"	"Bureaux"	2014	"Beton"	0.88
"2543"	81741	"Non precise"	"Bureaux"	2014	"Beton"	0.92
"2551"	81880	"Territoire-de-Belfort"	"Bureaux"	2014	"Acier"	1.65
"2552"	81883	"Jura"	"Bureaux"	2014	"Beton"	0.65
"2553"	81909	"Cote-Dor"	"Salle polyvalente"	2014	"Bois"	1.6
"2554"	81934	"Doubs"	"Etablissement sanitaire"	2014	"Brique"	0.39
"2556"	81955	"Jura"	"Bureaux"	2014	"Bois"	0.78
"2558"	81969	"Non precise"	"Commerce"	2014	"Beton"	1.52
"2560"	82043	"Non precise"	"Bureaux"	2013	"Beton"	0.442775446
"2561"	82054	"Non precise"	"Bureaux"	2013	"Beton"	1.217351173
"2563"	82064	"Non precise"	"Bureaux"	2013	"Beton"	0.674811263
"2567"	82105	"Non precise"	"Bureaux"	2014	"Beton"	1.027746172
"2570"	82115	"Non precise"	"Etablissement sanitaire"	2013	"Beton"	0.317816466
"2571"	82116	"Non precise"	"Etablissement sanitaire"	2013	"Beton"	0.394888976
"2572"	82117	"Non precise"	"Etablissement sanitaire"	2013	"Beton"	0.179320609
"2573"	82132	"Non precise"	"Bureaux"	2014	"Beton"	0.295707658
"2575"	82165	"Non precise"	"Enseignement"	2014	"Beton"	0.368459435
"2576"	82168	"Non precise"	"Enseignement"	2014	"Beton"	1.325113669
"2577"	82188	"Non precise"	"Industrie"	2014	"Beton"	0.865140548
"2578"	82200	"Non precise"	"Commerce"	2014	"Beton"	1.542461293
"2579"	82201	"Non precise"	"Commerce"	2014	"Beton"	1.797714943
"2581"	82258	"Non precise"	"Enseignement"	2014	"Beton"	1.415418937
"2583"	82262	"Non precise"	"Etablissement sanitaire"	2014	"Brique"	2.493177941
"2585"	82271	"Non precise"	"Etablissement sanitaire"	2014	"Beton"	0.514937313
"2588"	82277	"Non precise"	"Salle polyvalente"	2014	"Bois"	3.844094459
"2592"	82313	"Non precise"	"Enseignement"	2014	"Acier"	1.409045974
"2593"	82314	"Non precise"	"Enseignement"	2014	"Acier"	2.130506275
"2594"	82318	"Non precise"	"Commerce"	2014	"Beton"	0.994847142
"2595"	82319	"Non precise"	"Commerce"	2014	"Beton"	0.860301735
"2596"	82330	"Non precise"	"Enseignement"	2014	"Beton"	1.101959996
"2598"	82346	"Non precise"	"Enseignement"	2014	"Beton"	0.76787854
"2599"	82372	"Non precise"	"Etablissement sanitaire"	2014	"Acier"	2.084933492
"2600"	82394	"Non precise"	"Bureaux"	2014	"Beton cellulaire"	0.579947554
"2607"	82583	"Morbihan"	"Enseignement"	2014	"Bois"	0.75
"2608"	82584	"Non precise"	"Enseignement"	2014	"Beton"	1.1
"2609"	82587	"Finistere"	"Etablissement sanitaire"	2014	"Beton"	0.34
"2613"	83058	"Vendee"	"Enseignement"	2013	"Autre"	1.1
"2614"	83073	"Vendee"	"Enseignement"	2012	"Beton"	1.6
"2615"	83074	"Vendee"	"Enseignement"	2012	"Beton"	0.61
"2616"	83075	"Vendee"	"Enseignement"	2012	"Beton"	0.92
"2622"	83338	"Pas-de-Calais"	"Bureaux"	2014	"Beton"	0.37
"2623"	83586	"Ille-et-Vilaine"	"Bureaux"	2013	"Bois"	0.89061572
"2624"	83685	"Gironde"	"Commerce"	2013	"Brique"	0.54330355
"2625"	83708	"Maine-et-Loire"	"Bureaux"	2013	"Beton"	0.28834255
"2626"	83712	"Gironde"	"Enseignement"	2014	"Beton"	0.58982
"2627"	83713	"Gironde"	"Enseignement"	2014	"Beton"	0.06439
"2628"	83715	"Gironde"	"Enseignement"	2014	"Beton"	0.977543
"2631"	83762	"Non precise"	"Etablissement sanitaire"	2014	"Acier"	0.92
"2632"	83763	"Non precise"	"Etablissement sanitaire"	2014	"Acier"	0.67
"2633"	83766	"Morbihan"	"Etablissement sanitaire"	2014	"Acier"	1.07
"2634"	83771	"Finistere"	"Etablissement sanitaire"	2014	"Beton"	0.164592
"2635"	83778	"Finistere"	"Etablissement sanitaire"	2014	"Beton"	0.455656
"2636"	83783	"Ille-et-Vilaine"	"Etablissement sanitaire"	2014	"Brique"	0.463498
"2637"	83991	"Ardennes"	"Etablissement sanitaire"	2014	"Terre cuite"	0.940986
"2640"	84177	"Finistere"	"Enseignement"	2014	"Beton"	0.36
"2641"	84188	"Finistere"	"Bureaux"	2014	"Beton"	0.51
"2643"	84218	"Morbihan"	"Bureaux"	2014	"Brique"	1.16
"2646"	84410	"Manche"	"Etablissement sanitaire"	2011	"Beton"	1.1547
"2647"	84411	"Sarthe"	"Etablissement sanitaire"	2011	"Beton"	1.5337
"2648"	84470	"Hautes-Alpes"	"Bureaux"	2014	"Beton"	0.36
"2649"	84471	"Non precise"	"Enseignement"	2014	"Beton"	1.39
"2650"	84475	"Marne"	"Bureaux"	2014	"Beton"	0.56
"2651"	84478	"Nord"	"Locaux sportifs"	2014	"Beton"	0.97
"2652"	84480	"Marne"	"Salle polyvalente"	2014	"Beton"	1.12
"2653"	84481	"Aisne"	"Enseignement"	2014	"Beton"	0.38
"2654"	84482	"Marne"	"Restaurant"	2014	"Beton"	1.55
"2655"	84536	"Vendee"	"Enseignement"	2013	"Beton"	1.447035
"2658"	84567	"Vendee"	"Commerce"	2013	"Beton"	0.769484
"2659"	84570	"Vendee"	"Bureaux"	2014	"Beton"	1.298568
"2661"	84590	"Non precise"	"Bureaux"	2014	"Beton"	0.59
"2663"	84773	"Tarn"	"Enseignement"	2014	"Brique"	1.204909
"2665"	84833	"Saone-et-Loire"	"Enseignement"	2014	"Brique"	0.91
"2666"	85546	"Pas-de-Calais"	"Etablissement sanitaire"	2014	"Terre cuite"	0.59
"2667"	85562	"Nord"	"Etablissement sanitaire"	2014	"Terre cuite"	1.13
"2668"	85571	"Pas-de-Calais"	"Salle polyvalente"	2014	"Acier"	0.2
"2669"	85572	"Pas-de-Calais"	"Salle polyvalente"	2014	"Acier"	0.19
"2670"	85598	"Pas-de-Calais"	"Salle polyvalente"	2014	"Acier"	1.09
"2671"	85599	"Pas-de-Calais"	"Bureaux"	2014	"Bois"	0.55
"2672"	85600	"Pas-de-Calais"	"Bureaux"	2014	"Bois"	0.43
"2673"	85617	"Pas-de-Calais"	"Etablissement sanitaire"	2014	"Brique"	0.71
"2674"	85740	"Pas-de-Calais"	"Etablissement sanitaire"	2013	"Beton"	0.16605052
"2678"	86251	"Calvados"	"Bureaux"	2014	"Beton"	1
"2679"	86252	"Calvados"	"Bureaux"	2014	"Beton"	0.55
"2680"	86253	"Manche"	"Bureaux"	2014	"Brique"	0.62
"2681"	86254	"Manche"	"Commerce"	2014	"Brique"	0.59
"2682"	86257	"Calvados"	"Bureaux"	2014	"Beton"	1.05
"2683"	86313	"Seine-Maritime"	"Etablissement sanitaire"	2014	"Bois"	0.81
"2684"	86336	"Manche"	"Etablissement sanitaire"	2014	"Beton cellulaire"	0.2
"2686"	86683	"Saone-et-Loire"	"Industrie"	2014	"Mixte Acier-Beton"	1.34
"2687"	86684	"Saone-et-Loire"	"Industrie"	2014	"Mixte Acier-Beton"	0.53
"2688"	86685	"Saone-et-Loire"	"Industrie"	2014	"Mixte Acier-Beton"	0.7
"2689"	86747	"Marne"	"Enseignement"	2014	"Beton cellulaire"	3.098059322
"2690"	86787	"Ariege"	"Bureaux"	2014	"Brique"	0.479
"2692"	86876	"Finistere"	"Bureaux"	2014	"Mixte Beton-Bois"	0.42
"2693"	86878	"Finistere"	"Bureaux"	2014	"Beton"	0.89
"2697"	86888	"Doubs"	"Bureaux"	2014	"Beton"	0.77
"2699"	86892	"Territoire-de-Belfort"	"Bureaux"	2014	"Beton"	0.72
"2700"	86915	"Seine-Saint-Denis"	"Bureaux"	2014	"Beton"	0.68
"2701"	87152	"Ille-et-Vilaine"	"Enseignement"	2014	"Bois"	0.461303
"2702"	87721	"Meuse"	"Enseignement"	2014	"Brique"	0.73
"2705"	87923	"Pyrenees-Atlantiques"	"Bureaux"	2014	"Bois"	0.4
"2706"	88021	"Rhone"	"Bureaux"	2014	"Beton"	1.154196037
"2708"	88213	"Saone-et-Loire"	"Bureaux"	2014	"Acier"	0.881981366
"2710"	88323	"Loiret"	"Enseignement"	2014	"Beton"	0.565794
"2711"	88324	"Loiret"	"Enseignement"	2014	"Beton"	0.457223
"2713"	88620	"Territoire-de-Belfort"	"Etablissement sanitaire"	2014	"Beton"	1.87
"2714"	88706	"Charente"	"Etablissement sanitaire"	2014	"Terre cuite"	0.98
"2715"	88916	"Sarthe"	"Enseignement"	2014	"Beton"	0.7213
"2716"	88924	"Sarthe"	"Commerce"	2014	"Pierre"	0.5986
"2718"	89155	"Non precise"	"Bureaux"	2014	"Beton"	0.84
"2719"	89177	"Haute-Saone"	"Bureaux"	2015	"Beton"	0.08
"2720"	89188	"Tarn"	"Enseignement"	2014	"Beton"	1.53
"2721"	89233	"Tarn"	"Enseignement"	2014	"Beton"	0.83
"2722"	89234	"Tarn"	"Enseignement"	2014	"Beton"	0.97
"2723"	89235	"Tarn"	"Enseignement"	2014	"Beton"	1.38
"2724"	89236	"Tarn"	"Enseignement"	2014	"Beton"	1.5
"2725"	89299	"Isere"	"Bureaux"	2014	"Acier"	0.22
"2726"	89341	"Savoie"	"Salle polyvalente"	2014	"Beton"	0.576360407
"2727"	89367	"Bas-Rhin"	"Enseignement"	2014	"Beton"	0.91
"2728"	89380	"Moselle"	"Etablissement sanitaire"	2014	"Brique"	0.5671
"2729"	89388	"Bas-Rhin"	"Bureaux"	2014	"Brique"	0.429
"2730"	89403	"Bas-Rhin"	"Salle polyvalente"	2014	"Bois"	0.62
"2733"	89540	"Pas-de-Calais"	"Bureaux"	2012	"Bois"	1.226637611
"2734"	89541	"Pas-de-Calais"	"Enseignement"	2012	"Beton cellulaire"	1.554505699
"2735"	89660	"Landes"	"Enseignement"	2014	"Beton"	0.99
"2737"	89735	"Meuse"	"Bureaux"	2014	"Beton"	0.81
"2738"	89739	"Haute-Saone"	"Bureaux"	2014	"Bois"	0.4
"2739"	89754	"Doubs"	"Etablissement sanitaire"	2014	"Bois"	0.89
"2740"	89755	"Cote-Dor"	"Bureaux"	2014	"Beton"	0.58
"2741"	89760	"Doubs"	"Bureaux"	2014	"Bois"	1.66
"2745"	89996	"Non precise"	"Bureaux"	2014	"Beton"	0.28
"2746"	89997	"Ardeche"	"Bureaux"	2014	"Beton"	0.67
"2747"	90000	"Loire-Atlantique"	"Bureaux"	2014	"Bois"	0.85
"2748"	90019	"Loire-Atlantique"	"Etablissement sanitaire"	2014	"Bois"	0.33
"2749"	90099	"Loire-Atlantique"	"Enseignement"	2014	"Bois"	0.97
"2750"	90116	"Loire-Atlantique"	"Bureaux"	2014	"Beton"	0.53
"2751"	90139	"Loire-Atlantique"	"Bureaux"	2014	"Beton"	0.39
"2752"	90232	"Puy-de-Dome"	"Industrie"	2014	"Beton"	0.542196
"2753"	90258	"Haut-Rhin"	"Bureaux"	2014	"Bois"	0.34
"2754"	90301	"Aveyron"	"Etablissement sanitaire"	2014	"Beton"	0.96
"2755"	90303	"Cantal"	"Etablissement sanitaire"	2014	"Beton"	0.71554626
"2756"	90306	"Aveyron"	"Etablissement sanitaire"	2014	"Beton"	1.402586884
